Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type
11.6,0.041112694,142.0154,2009,850.8924,DRA12,Low Fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.089243504,139.2496,1985,1976.0944,FDI14,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3
12.1,0.011539622,163.5526,1997,2302.3364,DRG51,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.04690397,110.657,1985,659.142,FDR33,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store
4.635,0.141686037,126.9994,2007,1798.9916,FDS23,Low Fat,Breads,OUT017,Medium,Tier 2,Supermarket Type1
8.51,0.052051256,142.247,2002,2004.058,NCF43,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
9.6,0.09627919,167.3158,2004,1838.2738,DRN37,Low Fat,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1
17.25,0.047533568,96.9068,2007,1458.102,FDX57,Regular,Snack Foods,OUT017,Medium,Tier 2,Supermarket Type1
15.0,0.04499948,140.4838,2002,1685.8056,NCC42,Low Fat,Health and Hygiene,OUT045,Medium,Tier 2,Supermarket Type1
16.75,0.12888573,87.6856,1997,1494.0552,FDS47,Low Fat,Breads,OUT046,Small,Tier 1,Supermarket Type1
8.365,0.120256303,39.2506,1998,75.9012,DRK35,Low Fat,Hard Drinks,OUT010,Medium,Tier 3,Grocery Store
12.857645184135976,0.0,261.291,1985,788.973,DRF37,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store
18.85,0.137755834,161.8578,2009,3530.0716,DRI23,Low Fat,Hard Drinks,OUT018,Medium,Tier 3,Supermarket Type2
6.615,0.093913607,198.7426,2007,1186.4556,FDB28,Low Fat,Dairy,OUT017,Medium,Tier 2,Supermarket Type1
5.75,0.075287081,115.3176,1999,572.588,FDU50,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1
10.0,0.100055625,113.3544,2009,3467.4864,FDD22,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
13.1,0.006061565,188.9898,2004,4303.0654,FDG04,Low Fat,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1
10.1,0.053667516,223.0088,1999,671.1264,FDM08,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.026194237,79.0302,1985,1901.5248,FDI28,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3
11.65,0.076002991,83.4908,2002,503.3448,FDM57,Regular,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.080111611,94.6436,1985,4065.3748,NCS17,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3
9.3,0.043141572,90.4172,2009,1249.0408,FDX44,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
19.6,0.024276035,45.3718,2002,614.5334,DRE03,Low Fat,Dairy,OUT045,Medium,Tier 2,Supermarket Type1
11.35,0.03093263,51.5008,2009,607.2096,FDT46,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
5.44,0.017096552,178.137,2002,3175.866,FDW60,Regular,Baking Goods,OUT045,Medium,Tier 2,Supermarket Type1
14.65,0.172357491,50.8692,2007,788.3072,FDE44,Low Fat,Fruits and Vegetables,OUT017,Medium,Tier 2,Supermarket Type1
12.35,0.185824165,78.5328,2004,695.0952,FDT24,Regular,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1
12.85,0.152988295,253.7382,2007,2271.0438,FDO20,Regular,Fruits and Vegetables,OUT017,Medium,Tier 2,Supermarket Type1
17.1,0.0,85.5566,1999,1860.2452,FDV47,Low Fat,Breads,OUT049,Medium,Tier 1,Supermarket Type1
11.6,0.143897558,240.6222,1987,2868.2664,FDZ26,Regular,Dairy,OUT013,High,Tier 3,Supermarket Type1
7.445,0.037845086,75.5354,2007,1956.1204,FDK48,Low Fat,Baking Goods,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.1748389,142.8786,1985,433.4358,FDX32,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store
12.857645184135976,0.278730642,63.2194,1985,247.6776,FDE56,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store
6.135,0.115500999,161.1236,2009,644.4944,DRJ01,Low Fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2
8.68,0.01478914,97.7384,1998,98.5384,FDC53,Low Fat,Frozen Foods,OUT010,Medium,Tier 3,Grocery Store
18.5,0.033938279,132.5284,2004,1318.284,NCN07,Low Fat,Others,OUT035,Small,Tier 2,Supermarket Type1
14.3,0.026299797,79.4302,1987,1743.0644,FDI28,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.159394437,105.6938,1985,214.3876,NCO55,Low Fat,Others,OUT019,Small,Tier 1,Grocery Store
15.35,0.0,88.283,1997,1797.66,FDP46,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
17.7,0.0,182.5292,1987,2736.438,FDX26,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1
15.2,0.10377827,175.6054,1997,2451.4756,FDD56,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1
9.8,0.045522854,35.0874,2007,352.874,FDP12,Regular,Baking Goods,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.095331433,125.5678,1985,2543.356,FDT40,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3
15.25,0.0,179.766,2009,3056.022,FDV57,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
17.6,0.105472205,165.6868,2007,3111.9492,FDZ09,Low Fat,Snack Foods,OUT017,Medium,Tier 2,Supermarket Type1
7.55,0.030938774,121.0072,2004,2082.6224,FDA07,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.026174636,127.102,1985,3415.554,FDV36,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3
19.7,0.160671255,254.7014,2004,3570.0196,FDQ01,Regular,Canned,OUT035,Small,Tier 2,Supermarket Type1
13.0,0.070243155,65.7484,1987,391.4904,FDW46,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.038313981,109.957,1985,4504.137,FDW19,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
11.8,0.170548238,113.8834,1999,1382.2008,FDY01,Regular,Canned,OUT049,Medium,Tier 1,Supermarket Type1
20.35,0.060794097,233.6616,1999,2577.9776,FDG60,Low Fat,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1
16.85,0.036446751,90.3488,1999,996.0368,FDL22,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1
7.63,0.061188147,94.0436,2002,1134.5232,DRK01,Low Fat,Soft Drinks,OUT045,Medium,Tier 2,Supermarket Type1
15.75,0.054884821,195.3452,1987,1761.7068,FDO12,Low Fat,Baking Goods,OUT013,High,Tier 3,Supermarket Type1
18.2,0.026064486,241.8196,1997,4097.3332,FDX12,Regular,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1
13.85,0.025936747,164.921,1999,2609.936,FDR28,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1
10.895,0.035949725,132.9284,2007,3295.71,FDH57,Low Fat,Fruits and Vegetables,OUT017,Medium,Tier 2,Supermarket Type1
15.6,0.045168898,242.9854,2009,2175.1686,FDC04,Low Fat,Dairy,OUT018,Medium,Tier 3,Supermarket Type2
11.3,0.04767798,181.466,1987,3775.086,NCI06,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1
20.0,0.058812134,111.6544,2007,1565.9616,NCY53,Low Fat,Health and Hygiene,OUT017,Medium,Tier 2,Supermarket Type1
19.35,0.018667601,112.9544,2007,2908.2144,FDR22,Regular,Snack Foods,OUT017,Medium,Tier 2,Supermarket Type1
15.6,0.087646694,221.5798,1987,5509.495,FDM33,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.19033746,159.4578,1985,160.4578,FDO57,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store
10.195,0.045165796,118.4808,2009,1640.5312,FDO56,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.039385518,164.8526,1985,2631.2416,FDO58,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
9.5,0.010914988,183.8608,2004,2572.6512,FDQ45,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.034203092,43.3086,1985,624.5204,FDO60,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3
10.65,0.085268317,229.7668,1999,3916.2356,FDI34,Regular,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.084354713,215.5218,1985,4915.6014,FDJ26,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3
7.35,0.028571132,40.8454,1987,587.2356,FDV08,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
15.7,0.037383778,179.7634,2009,1817.634,DRD60,Low Fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.042354152,227.272,1985,7017.532,FDX20,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
15.85,0.043410693,39.4164,2009,154.4656,FDG59,Low Fat,Starchy Foods,OUT018,Medium,Tier 3,Supermarket Type2
13.8,0.056872392,231.1984,1997,5097.3648,FDN58,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
9.195,0.051573903,79.8644,1987,785.644,FDV48,Regular,Baking Goods,OUT013,High,Tier 3,Supermarket Type1
9.3,0.016113019,248.8092,2007,5976.2208,FDA15,Low Fat,Dairy,OUT017,Medium,Tier 2,Supermarket Type1
15.1,0.052295514,242.9512,1987,4847.024,FDI19,Low Fat,Meat,OUT013,High,Tier 3,Supermarket Type1
19.1,0.097127867,234.4958,2009,1635.8706,FDX19,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
11.6,0.077284566,172.4106,1999,4277.765,FDO52,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1
7.27,0.046653872,98.6384,2002,1970.768,NCO05,Low Fat,Health and Hygiene,OUT045,Medium,Tier 2,Supermarket Type1
19.35,0.02775746,62.5168,1999,1534.0032,NCP17,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1
9.695,0.0,186.7898,1998,561.2694,FDK56,Low Fat,Fruits and Vegetables,OUT010,Medium,Tier 3,Grocery Store
20.2,0.0,94.1462,1997,832.9158,NCG43,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.003574698,154.6998,1985,3229.7958,DRM59,Low Fat,Hard Drinks,OUT027,Medium,Tier 3,Supermarket Type3
10.5,0.11733375,164.121,2007,2773.057,FDA47,Regular,Baking Goods,OUT017,Medium,Tier 2,Supermarket Type1
12.5,0.081684728,92.3488,1987,1177.1344,FDY20,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.079261744,81.825,1985,83.225,FDZ22,Low Fat,Snack Foods,OUT019,Small,Tier 1,Grocery Store
17.75,0.030410273,256.0672,1987,2045.3376,FDB52,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1
9.0,0.069938838,264.8884,2007,2914.8724,NCS29,Low Fat,Health and Hygiene,OUT017,Medium,Tier 2,Supermarket Type1
17.85,0.037885683,190.4188,1999,952.094,DRC12,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.235183205,41.548,1985,79.896,FDP13,Regular,Canned,OUT019,Small,Tier 1,Grocery Store
4.61,0.123151947,175.2396,2009,2093.2752,DRF23,Low Fat,Hard Drinks,OUT018,Medium,Tier 3,Supermarket Type2
8.75,0.074565098,186.8556,1987,7322.4684,FDB56,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
7.155,0.169137707,35.2874,2007,388.1614,FDQ47,Regular,Breads,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.0,182.0608,1985,7717.9536,FDY39,Regular,Meat,OUT027,Medium,Tier 3,Supermarket Type3
12.3,0.009429612,71.338,2002,1098.57,FDY36,Low Fat,Baking Goods,OUT045,Medium,Tier 2,Supermarket Type1
7.93,0.071076672,44.9086,1987,802.9548,NCM17,Low Fat,Health and Hygiene,OUT013,High,Tier 3,Supermarket Type1
8.01,0.070234306,34.9532,2004,539.298,DRN35,Low Fat,Hard Drinks,OUT035,Small,Tier 2,Supermarket Type1
9.8,0.043663452,217.185,1998,432.77,FDK22,Low Fat,Snack Foods,OUT010,Medium,Tier 3,Grocery Store
12.857645184135976,0.059110912,199.3426,1985,395.4852,FDI07,Regular,Meat,OUT019,Small,Tier 1,Grocery Store
5.0,0.0,190.453,1998,379.506,DRK37,Low Fat,Soft Drinks,OUT010,Medium,Tier 3,Grocery Store
19.6,0.042324556,150.9024,1998,303.6048,NCP05,Low Fat,Health and Hygiene,OUT010,Medium,Tier 3,Grocery Store
16.5,0.012657494,36.3506,1999,872.8638,NCD42,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1
12.6,0.048857925,61.0194,1999,1052.6298,FDW11,Low Fat,Breads,OUT049,Medium,Tier 1,Supermarket Type1
14.1,0.090185027,140.2496,2007,2681.8424,FDI14,Low Fat,Canned,OUT017,Medium,Tier 2,Supermarket Type1
6.38,0.015186146,144.947,1999,3435.528,NCY42,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
20.25,0.0,194.2794,1999,4291.7468,FDV26,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.155541973,159.7578,1985,641.8312,FDX15,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3
12.3,0.052502049,190.853,1997,4364.319,NCG07,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1
15.6,0.172596885,114.8518,1997,2163.1842,FDC44,Low Fat,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1
15.0,0.118868155,229.4694,2004,5937.6044,FDC47,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
11.6,0.037639672,98.4042,1999,1388.8588,NCK53,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.021031586,164.7184,1985,495.3552,FDY49,Regular,Canned,OUT019,Small,Tier 1,Grocery Store
12.857645184135976,0.069968018,83.9908,1985,167.7816,NCM07,Low Fat,Others,OUT019,Small,Tier 1,Grocery Store
17.85,0.087963415,193.3794,2007,4291.7468,FDR47,Low Fat,Breads,OUT017,Medium,Tier 2,Supermarket Type1
14.8,0.043885147,108.757,2004,1867.569,FDS59,Regular,Breads,OUT035,Small,Tier 2,Supermarket Type1
7.905,0.064163983,229.9694,1999,4567.388,DRK47,Low Fat,Hard Drinks,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.0,51.235,1985,49.935,FDZ27,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store
12.857645184135976,0.0,165.5868,1985,5404.9644,FDE36,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3
11.8,0.02592132,101.9674,2004,1731.7458,FDM51,Regular,Meat,OUT035,Small,Tier 2,Supermarket Type1
14.0,0.023734872,103.2332,1997,1845.5976,FDY48,Low Fat,Baking Goods,OUT046,Small,Tier 1,Supermarket Type1
14.85,0.053921264,123.0072,1999,1960.1152,FDA35,Regular,Baking Goods,OUT049,Medium,Tier 1,Supermarket Type1
7.39,0.120770963,143.447,2009,2290.352,NCL31,Low Fat,Others,OUT018,Medium,Tier 3,Supermarket Type2
15.0,0.118791698,229.9694,1987,4339.0186,FDC47,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.034717799,179.4344,1985,6066.7696,FDI26,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3
19.7,0.041823046,108.0912,2002,1965.4416,FDQ16,Low Fat,Frozen Foods,OUT045,Medium,Tier 2,Supermarket Type1
10.8,0.164724567,98.4042,1998,99.2042,FDK15,Low Fat,Meat,OUT010,Medium,Tier 3,Grocery Store
12.857645184135976,0.174336148,184.0608,1985,6431.628,NCO53,Low Fat,Health and Hygiene,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.006295472,122.4098,1985,3735.8038,FDG12,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.093463546,189.1214,1985,2261.0568,FDU28,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.067520165,211.3586,1985,422.1172,FDI20,Low Fat,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store
9.6,0.161182103,165.3158,1998,334.2316,DRN37,Low Fat,Soft Drinks,OUT010,Medium,Tier 3,Grocery Store
10.695,0.053296868,59.6904,1997,937.4464,FDD28,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1
21.1,0.161474419,62.9168,2004,1086.5856,FDP31,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.041740624,98.3042,1985,198.4084,DRD27,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store
12.857645184135976,0.306542848,147.3102,1985,291.6204,DRF01,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store
6.135,0.079293753,111.286,2009,2263.72,DRD25,Low Fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2
16.2,0.044472637,43.3454,2007,922.7988,FDD53,Low Fat,Frozen Foods,OUT017,Medium,Tier 2,Supermarket Type1
15.7,0.073816097,253.4724,2002,2013.3792,FDQ24,Low Fat,Baking Goods,OUT045,Medium,Tier 2,Supermarket Type1
17.2,0.012080016,164.4184,2007,2641.8944,FDY49,Regular,Canned,OUT017,Medium,Tier 2,Supermarket Type1
12.15,0.02859825,150.4708,1997,2257.062,NCP18,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.076944658,257.133,1985,7433.657,FDT07,Regular,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
8.63,0.055084019,114.7518,1998,455.4072,FDG46,Regular,Snack Foods,OUT010,Medium,Tier 3,Grocery Store
15.0,0.162093059,182.5266,2009,1290.9862,FDH50,Regular,Canned,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.024546148,34.619,1985,36.619,FDS40,Low Fat,Frozen Foods,OUT019,Small,Tier 1,Grocery Store
12.857645184135976,0.118783796,108.5596,1985,1725.7536,FDZ60,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3
8.975,0.052836076,86.6224,2002,1619.2256,FDG38,Regular,Canned,OUT045,Medium,Tier 2,Supermarket Type1
12.15,0.037889224,64.7826,2004,904.1564,FDG31,Low Fat,Meat,OUT035,Small,Tier 2,Supermarket Type1
6.895,0.022587621,143.7812,2007,1994.7368,FDS39,Low Fat,Meat,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.036213953,92.5488,1985,2625.9152,FDL22,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
8.325,0.029779207,39.3138,2004,974.7312,FDQ20,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
8.785,0.020693619,153.1656,2007,1853.5872,DRB24,Low Fat,Soft Drinks,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.042037073,172.6764,1985,6183.9504,DRI51,Low Fat,Dairy,OUT027,Medium,Tier 3,Supermarket Type3
19.35,0.062516602,163.9184,2004,3137.2496,FDJ60,Regular,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1
17.5,0.012620221,144.8102,1998,291.6204,FDB40,Regular,Dairy,OUT010,Medium,Tier 3,Grocery Store
16.75,0.008615,72.4038,2007,739.038,FDO15,Regular,Meat,OUT017,Medium,Tier 2,Supermarket Type1
8.895,0.137618927,161.5236,2004,1772.3596,FDI53,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1
7.71,0.047588696,122.4756,1997,605.878,FDZ14,Regular,Dairy,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.050790917,142.7786,1985,144.4786,NCD54,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store
15.7,0.037864721,124.1046,1997,1120.5414,FDF28,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1
16.7,0.070551723,217.685,2007,2163.85,FDD39,Low Fat,Dairy,OUT017,Medium,Tier 2,Supermarket Type1
20.35,0.021326471,76.1328,1997,772.328,NCN54,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1
12.5,0.018955479,100.1384,2007,2167.8448,NCO41,Low Fat,Health and Hygiene,OUT017,Medium,Tier 2,Supermarket Type1
15.1,0.105666833,41.6796,1997,495.3552,FDH45,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1
14.0,0.040725405,43.4454,1998,41.9454,NCD55,Low Fat,Household,OUT010,Medium,Tier 3,Grocery Store
8.365,0.072252888,39.6506,2007,834.9132,DRK35,Low Fat,Hard Drinks,OUT017,Medium,Tier 2,Supermarket Type1
10.695,0.061008889,177.5712,2007,2636.568,FDM25,Regular,Breakfast,OUT017,Medium,Tier 2,Supermarket Type1
5.21,0.011007815,259.5962,2004,2848.9582,NCW30,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1
13.65,0.0,37.9532,2002,575.2512,FDU15,Regular,Meat,OUT045,Medium,Tier 2,Supermarket Type1
8.01,0.070247589,37.5532,1997,1366.2216,DRN35,Low Fat,Hard Drinks,OUT046,Small,Tier 1,Supermarket Type1
5.88,0.030294931,104.099,1999,412.796,FDN28,Regular,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1
5.615,0.210511558,121.373,1998,123.173,NCK29,Low Fat,Health and Hygiene,OUT010,Medium,Tier 3,Grocery Store
19.7,0.0650227,87.0198,1999,697.7584,FDA49,Low Fat,Canned,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.173587926,60.0194,1985,123.8388,FDE40,Regular,Dairy,OUT019,Small,Tier 1,Grocery Store
18.25,0.183579854,110.857,1999,1977.426,FDD52,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1
15.35,0.113678422,189.7504,2009,2492.7552,FDZ31,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.078174543,39.9506,1985,721.0614,FDA13,Low Fat,Canned,OUT027,Medium,Tier 3,Supermarket Type3
10.3,0.027292686,101.2042,1987,396.8168,FDU08,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
13.65,0.026602089,35.1532,1997,790.9704,FDU15,Regular,Meat,OUT046,Small,Tier 1,Supermarket Type1
8.615,0.116226984,95.9436,2004,2741.7644,FDD45,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
5.8,0.131221393,87.8172,2002,1070.6064,FDY50,Low Fat,Dairy,OUT045,Medium,Tier 2,Supermarket Type1
8.3,0.035409328,36.2506,1999,834.9132,FDD08,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
16.0,0.0,210.4902,2002,3610.6334,NCE30,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
5.155,0.083327693,247.2776,1999,5944.2624,FDB05,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1
8.895,0.08125293,49.8008,2002,1062.6168,FDS09,Regular,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
15.1,0.0,63.7194,2009,1362.2268,FDZ07,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
15.5,0.103422709,144.847,2004,1717.764,FDS57,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
6.325,0.125688044,100.9042,2009,2083.2882,FDX28,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.187443314,145.8786,1985,288.9572,FDN56,Regular,Fruits and Vegetables,OUT019,Small,Tier 1,Grocery Store
9.3,0.04295842,89.3172,2004,2051.9956,FDX44,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.034938717,49.0034,1985,826.2578,NCF19,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3
20.6,0.045603215,149.2392,2009,4026.7584,NCA17,Low Fat,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2
15.5,0.085834992,49.6692,1997,788.3072,FDY40,Regular,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1
9.195,0.048050783,105.6622,2004,1693.7952,NCX54,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1
5.695,0.065589906,258.2646,1997,5410.9566,FDK28,Low Fat,Frozen Foods,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.173529036,113.2834,1985,4376.9692,FDI32,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
5.94,0.029492018,188.0556,2009,938.778,FDT11,Regular,Breads,OUT018,Medium,Tier 3,Supermarket Type2
6.36,0.121225455,45.906,2007,1118.544,FDO32,Low Fat,Fruits and Vegetables,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.114475357,160.9236,1985,2255.7304,DRJ01,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3
4.805,0.0,123.9704,2002,2253.0672,FDW02,Regular,Dairy,OUT045,Medium,Tier 2,Supermarket Type1
14.85,0.060927824,254.8698,1987,4819.7262,NCK30,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1
14.5,0.019459164,161.621,1987,2120.573,NCM43,Low Fat,Others,OUT013,High,Tier 3,Supermarket Type1
10.3,0.050070476,77.896,1997,1278.336,FDJ14,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1
12.15,0.06227604,37.9532,2004,1078.596,FDE59,Low Fat,Starchy Foods,OUT035,Small,Tier 2,Supermarket Type1
11.5,0.046217345,120.3124,2002,474.0496,FDN10,Low Fat,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
19.1,0.177270016,174.0422,1997,1724.422,NCC18,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.080127283,168.7132,1985,338.2264,FDN34,Regular,Snack Foods,OUT019,Small,Tier 1,Grocery Store
15.5,0.076059648,265.1568,2009,2109.2544,FDU12,Regular,Baking Goods,OUT018,Medium,Tier 3,Supermarket Type2
7.31,0.026788937,110.357,1997,3185.853,FDR33,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
18.7,0.089197963,257.3672,1987,2045.3376,FDP33,Low Fat,Snack Foods,OUT013,High,Tier 3,Supermarket Type1
7.0,0.151279591,107.028,1987,2876.256,FDT49,Low Fat,Canned,OUT013,High,Tier 3,Supermarket Type1
12.5,0.112203445,121.144,2004,1438.128,FDK02,Low Fat,Canned,OUT035,Small,Tier 2,Supermarket Type1
9.395,0.039961837,84.0908,1997,419.454,NCM07,Low Fat,Others,OUT046,Small,Tier 1,Supermarket Type1
10.5,0.048207017,45.9376,1997,575.2512,FDX38,Regular,Dairy,OUT046,Small,Tier 1,Supermarket Type1
